Participant,Age,Religion,Motivation_subscale,Average_rating
128,49,Christian,Spirit_growth,1.4
128,49,Christian,Seek_life,1
129,27,Atheist,Nature_close,4
129,27,Atheist,Sen_seek,4.666666667
129,27,Atheist,Community,1.444333333
129,27,Atheist,Rel_growth,1.5
129,27,Atheist,Spirit_growth,3.8
129,27,Atheist,Seek_life,2.25
130,65,Christian,Nature_close,4.333333333
130,65,Christian,Sen_seek,4
130,65,Christian,Community,5
130,65,Christian,Rel_growth,4
130,65,Christian,Spirit_growth,4.4
130,65,Christian,Seek_life,4
132,74,Christian,Nature_close,4.333333333
132,74,Christian,Sen_seek,2.666666667
132,74,Christian,Community,1.666666667
132,74,Christian,Rel_growth,1
132,74,Christian,Spirit_growth,2.6
132,74,Christian,Seek_life,1.25
134,69,Christian,Nature_close,4.333333333
134,69,Christian,Sen_seek,4.114666667
134,69,Christian,Community,4.333333333
134,69,Christian,Rel_growth,1.833333333
134,69,Christian,Spirit_growth,1.8
134,69,Christian,Seek_life,1.25
135,71,Christian,Nature_close,3
135,71,Christian,Sen_seek,2.833333333
135,71,Christian,Community,2
135,71,Christian,Rel_growth,4.166666667
135,71,Christian,Spirit_growth,5
135,71,Christian,Seek_life,3.5
136,25,Christian,Nature_close,5.333333333
136,25,Christian,Sen_seek,5.833333333
136,25,Christian,Community,3.333333333
136,25,Christian,Rel_growth,2.5
136,25,Christian,Spirit_growth,4
136,25,Christian,Seek_life,3.5
137,30,Christian,Nature_close,6
137,30,Christian,Sen_seek,5.666666667
137,30,Christian,Community,2.666666667
137,30,Christian,Rel_growth,5.666666667
137,30,Christian,Spirit_growth,6
137,30,Christian,Seek_life,5.5
138,26,Christian,Nature_close,6
138,26,Christian,Sen_seek,3.5
138,26,Christian,Community,2
138,26,Christian,Rel_growth,6
138,26,Christian,Spirit_growth,5.0188
138,26,Christian,Seek_life,6
139,31,Christian,Nature_close,5.666666667
139,31,Christian,Sen_seek,3.833333333
139,31,Christian,Community,3.333333333
139,31,Christian,Rel_growth,3.833333333
139,31,Christian,Spirit_growth,4.5494
139,31,Christian,Seek_life,3.75
140,46,Christian,Nature_close,4.333333333
140,46,Christian,Sen_seek,3.166666667
140,46,Christian,Community,1
140,46,Christian,Rel_growth,4.166666667
140,46,Christian,Spirit_growth,4.3494
140,46,Christian,Seek_life,4.5
141,35,Christian,Nature_close,5.666666667
141,35,Christian,Sen_seek,1.5
141,35,Christian,Community,2
141,35,Christian,Rel_growth,6
141,35,Christian,Spirit_growth,5.8
141,35,Christian,Seek_life,4.75
142,49,Christian,Nature_close,4.666666667
142,49,Christian,Sen_seek,3.252
142,49,Christian,Community,3
142,49,Christian,Rel_growth,3.666666667
142,49,Christian,Spirit_growth,5
142,49,Christian,Seek_life,1.75
143,37,Christian,Nature_close,2.666666667
143,37,Christian,Sen_seek,4.5
143,37,Christian,Community,3.666666667
143,37,Christian,Rel_growth,3
143,37,Christian,Spirit_growth,3.6
143,37,Christian,Seek_life,3.25
144,39,Christian,Nature_close,3.666666667
144,39,Christian,Sen_seek,4.333333333
144,39,Christian,Community,1
144,39,Christian,Rel_growth,2.333333333
144,39,Christian,Spirit_growth,4.6
144,39,Christian,Seek_life,4.5
145,37,Atheist,Nature_close,6
145,37,Atheist,Sen_seek,4.5
145,37,Atheist,Community,5
145,37,Atheist,Rel_growth,1.5
145,37,Atheist,Spirit_growth,2
145,37,Atheist,Seek_life,1.25
146,51,Christian,Nature_close,5
146,51,Christian,Sen_seek,2.333333333
146,51,Christian,Community,2.333333333
146,51,Christian,Rel_growth,5.5
146,51,Christian,Spirit_growth,5.2
146,51,Christian,Seek_life,2
147,27,Atheist,Nature_close,6
147,27,Atheist,Sen_seek,5
147,27,Atheist,Community,3
147,27,Atheist,Rel_growth,4.666666667
147,27,Atheist,Spirit_growth,5.6
147,27,Atheist,Seek_life,2.75
149,66,Christian,Nature_close,5
149,66,Christian,Sen_seek,4.5
149,66,Christian,Community,4.333333333
149,66,Christian,Rel_growth,4.333333333
149,66,Christian,Spirit_growth,4.1494
149,66,Christian,Seek_life,2.25
150,44,Christian,Nature_close,4.333333333
150,44,Christian,Sen_seek,3.833333333
150,44,Christian,Community,5.666666667
150,44,Christian,Rel_growth,3.333333333
150,44,Christian,Spirit_growth,3.7494
150,44,Christian,Seek_life,1.5
151,59,Christian,Nature_close,3
151,59,Christian,Sen_seek,3.166666667
151,59,Christian,Community,2
151,59,Christian,Rel_growth,3.333333333
151,59,Christian,Spirit_growth,3.4
151,59,Christian,Seek_life,3.25
152,60,Christian,Nature_close,5
152,60,Christian,Sen_seek,4.333333333
152,60,Christian,Community,2.666666667
152,60,Christian,Rel_growth,4.166666667
152,60,Christian,Spirit_growth,4.9494
152,60,Christian,Seek_life,4.25
153,20,Christian,Nature_close,6
153,20,Christian,Sen_seek,4
153,20,Christian,Community,1.666666667
153,20,Christian,Rel_growth,4.166666667
153,20,Christian,Spirit_growth,5.7494
153,20,Christian,Seek_life,3.5
154,43,Christian,Nature_close,4
154,43,Christian,Sen_seek,3.333333333
154,43,Christian,Community,2.333333333
154,43,Christian,Rel_growth,4.833333333
154,43,Christian,Spirit_growth,3.1494
154,43,Christian,Seek_life,1.5
155,28,Christian,Nature_close,4
155,28,Christian,Sen_seek,3.833333333
155,28,Christian,Community,3.566333333
155,28,Christian,Rel_growth,4.833333333
155,28,Christian,Spirit_growth,5.4
155,28,Christian,Seek_life,3
156,30,Christian,Nature_close,4.666666667
156,30,Christian,Sen_seek,2.5
156,30,Christian,Community,1.333333333
156,30,Christian,Rel_growth,5.833333333
156,30,Christian,Spirit_growth,4.7494
156,30,Christian,Seek_life,5.5
157,23,Christian,Nature_close,4.666666667
157,23,Christian,Sen_seek,3.5
157,23,Christian,Community,4.333333333
157,23,Christian,Rel_growth,3
157,23,Christian,Spirit_growth,3.6
157,23,Christian,Seek_life,5.25
159,58,Atheist,Nature_close,5.666666667
159,58,Atheist,Sen_seek,2.833333333
159,58,Atheist,Community,1
159,58,Atheist,Rel_growth,1.666666667
159,58,Atheist,Spirit_growth,3.4
159,58,Atheist,Seek_life,5.25
160,50,Atheist,Nature_close,4.333333333
160,50,Atheist,Sen_seek,4.166666667
160,50,Atheist,Community,1
160,50,Atheist,Rel_growth,1
160,50,Atheist,Spirit_growth,2.8
160,50,Atheist,Seek_life,2
161,53,Christian,Nature_close,3.333333333
161,53,Christian,Sen_seek,2.666666667
161,53,Christian,Community,2.666666667
161,53,Christian,Rel_growth,2.666666667
161,53,Christian,Spirit_growth,3.9494
161,53,Christian,Seek_life,2.5
162,18,Atheist,Nature_close,4.666666667
162,18,Atheist,Sen_seek,5.833333333
162,18,Atheist,Community,5
162,18,Atheist,Rel_growth,2.166666667
162,18,Atheist,Spirit_growth,3
162,18,Atheist,Seek_life,4.25
163,20,Atheist,Nature_close,5.333333333
163,20,Atheist,Sen_seek,4.333333333
163,20,Atheist,Community,1
163,20,Atheist,Rel_growth,2.166666667
163,20,Atheist,Spirit_growth,3.4
163,20,Atheist,Seek_life,1.5
164,26,Christian,Nature_close,4.666666667
164,26,Christian,Sen_seek,4.166666667
164,26,Christian,Community,2.333333333
164,26,Christian,Rel_growth,2.752333333
164,26,Christian,Spirit_growth,4.8
164,26,Christian,Seek_life,3
165,28,Atheist,Nature_close,5.333333333
165,28,Atheist,Sen_seek,3.666666667
165,28,Atheist,Community,1.666666667
165,28,Atheist,Rel_growth,3.5
165,28,Atheist,Spirit_growth,5.2
165,28,Atheist,Seek_life,3
166,37,Christian,Nature_close,4.666666667
166,37,Christian,Sen_seek,4.833333333
166,37,Christian,Community,1.333333333
166,37,Christian,Rel_growth,1
166,37,Christian,Spirit_growth,2
166,37,Christian,Seek_life,2
167,23,Christian,Nature_close,3.666666667
167,23,Christian,Sen_seek,5.682833333
167,23,Christian,Community,1
167,23,Christian,Rel_growth,2.5
167,23,Christian,Spirit_growth,1.4
167,23,Christian,Seek_life,1.75
168,23,Atheist,Nature_close,5.666666667
168,23,Atheist,Sen_seek,4.166666667
168,23,Atheist,Community,1
168,23,Atheist,Rel_growth,3.166666667
168,23,Atheist,Spirit_growth,4.2
168,23,Atheist,Seek_life,2.75
169,52,Atheist,Nature_close,5.333333333
169,52,Atheist,Sen_seek,2.666666667
169,52,Atheist,Community,2.666666667
169,52,Atheist,Rel_growth,4
169,52,Atheist,Spirit_growth,4.4
169,52,Atheist,Seek_life,3.25
170,26,Christian,Nature_close,4
170,26,Christian,Sen_seek,3.333333333
170,26,Christian,Community,1.333333333
170,26,Christian,Rel_growth,3.166666667
170,26,Christian,Spirit_growth,3.8
170,26,Christian,Seek_life,3.25
171,42,Atheist,Nature_close,3.666666667
171,42,Atheist,Sen_seek,4
171,42,Atheist,Community,1.666666667
171,42,Atheist,Rel_growth,1.166666667
171,42,Atheist,Spirit_growth,3.6
171,42,Atheist,Seek_life,1.25
172,28,Christian,Nature_close,6
172,28,Christian,Sen_seek,5
172,28,Christian,Community,5.666666667
172,28,Christian,Rel_growth,5.833333333
172,28,Christian,Spirit_growth,6
172,28,Christian,Seek_life,6
173,46,Christian,Nature_close,4.333333333
173,46,Christian,Sen_seek,5.666666667
173,46,Christian,Community,5
173,46,Christian,Rel_growth,1.833333333
173,46,Christian,Spirit_growth,1.8
173,46,Christian,Seek_life,1.5
174,28,Christian,Nature_close,6
174,28,Christian,Sen_seek,4.333333333
174,28,Christian,Community,3.666666667
174,28,Christian,Rel_growth,3.166666667
174,28,Christian,Spirit_growth,5.8
174,28,Christian,Seek_life,3.75
175,18,Atheist,Nature_close,4
175,18,Atheist,Sen_seek,4.333333333
175,18,Atheist,Community,1.333333333
175,18,Atheist,Rel_growth,3.166666667
175,18,Atheist,Spirit_growth,5.8
175,18,Atheist,Seek_life,4.0535
176,60,Christian,Nature_close,3
176,60,Christian,Sen_seek,2.5
176,60,Christian,Community,1
176,60,Christian,Rel_growth,1.666666667
176,60,Christian,Spirit_growth,4.7494
176,60,Christian,Seek_life,1
177,34,Christian,Nature_close,5.666666667
177,34,Christian,Sen_seek,4.333333333
177,34,Christian,Community,3
177,34,Christian,Rel_growth,2.166666667
177,34,Christian,Spirit_growth,4.2
177,34,Christian,Seek_life,1.75
178,46,Christian,Nature_close,4.333333333
178,46,Christian,Sen_seek,5.333333333
178,46,Christian,Community,2.333333333
178,46,Christian,Rel_growth,2.166666667
178,46,Christian,Spirit_growth,3.6
178,46,Christian,Seek_life,2
179,69,Christian,Nature_close,4
179,69,Christian,Sen_seek,3.666666667
179,69,Christian,Community,3.666666667
179,69,Christian,Rel_growth,3
179,69,Christian,Spirit_growth,3.3494
179,69,Christian,Seek_life,2.75
180,49,Christian,Nature_close,4.333333333
180,49,Christian,Sen_seek,3.833333333
180,49,Christian,Community,1
180,49,Christian,Rel_growth,2
180,49,Christian,Spirit_growth,3.2
180,49,Christian,Seek_life,3.25
181,55,Christian,Nature_close,4
181,55,Christian,Sen_seek,3.5
181,55,Christian,Community,3
181,55,Christian,Rel_growth,2.333333333
181,55,Christian,Spirit_growth,2.2
181,55,Christian,Seek_life,1.5
182,65,Christian,Nature_close,3.666666667
182,65,Christian,Sen_seek,3
182,65,Christian,Community,4
182,65,Christian,Rel_growth,4.166666667
182,65,Christian,Spirit_growth,3.7494
182,65,Christian,Seek_life,2.5
183,58,Christian,Nature_close,4.666666667
183,58,Christian,Sen_seek,5.333333333
183,58,Christian,Community,5
183,58,Christian,Rel_growth,5.833333333
183,58,Christian,Spirit_growth,5.3494
183,58,Christian,Seek_life,5.75
185,38,Christian,Nature_close,4.333333333
185,38,Christian,Sen_seek,3.666666667
185,38,Christian,Community,1.333333333
185,38,Christian,Rel_growth,5.333333333
185,38,Christian,Spirit_growth,3.747
185,38,Christian,Seek_life,2.5
186,30,Atheist,Nature_close,5.333333333
186,30,Atheist,Sen_seek,5
186,30,Atheist,Community,1
186,30,Atheist,Rel_growth,3.166666667
186,30,Atheist,Spirit_growth,5
186,30,Atheist,Seek_life,4
187,57,Christian,Nature_close,3
187,57,Christian,Sen_seek,3.333333333
187,57,Christian,Community,1.333333333
187,57,Christian,Rel_growth,1
187,57,Christian,Spirit_growth,2.6
187,57,Christian,Seek_life,2
188,41,Atheist,Nature_close,6
188,41,Atheist,Sen_seek,6
188,41,Atheist,Community,2
188,41,Atheist,Rel_growth,1
188,41,Atheist,Spirit_growth,4.6
188,41,Atheist,Seek_life,3.25
189,22,Atheist,Nature_close,4.666666667
189,22,Atheist,Sen_seek,3.666666667
189,22,Atheist,Community,1.666666667
189,22,Atheist,Rel_growth,1.333333333
189,22,Atheist,Spirit_growth,4
189,22,Atheist,Seek_life,3.5
190,28,Christian,Nature_close,1.666666667
190,28,Christian,Sen_seek,1.833333333
190,28,Christian,Community,1.666666667
190,28,Christian,Rel_growth,3.666666667
190,28,Christian,Spirit_growth,4.5494
190,28,Christian,Seek_life,5.25
191,38,Christian,Nature_close,5.333333333
191,38,Christian,Sen_seek,3.5
191,38,Christian,Community,1.333333333
191,38,Christian,Rel_growth,2
191,38,Christian,Spirit_growth,4.4
191,38,Christian,Seek_life,3.5
192,33,Christian,Nature_close,5.666666667
192,33,Christian,Sen_seek,4
192,33,Christian,Community,5.666666667
192,33,Christian,Rel_growth,5.833333333
192,33,Christian,Spirit_growth,6
192,33,Christian,Seek_life,5.25
193,45,Atheist,Nature_close,5
193,45,Atheist,Sen_seek,3.333333333
193,45,Atheist,Community,3.333333333
193,45,Atheist,Rel_growth,2.5
193,45,Atheist,Spirit_growth,4.6
193,45,Atheist,Seek_life,2.5
194,55,Christian,Nature_close,5.333333333
194,55,Christian,Sen_seek,4.5
194,55,Christian,Community,2.333333333
194,55,Christian,Rel_growth,1
194,55,Christian,Spirit_growth,3.6
194,55,Christian,Seek_life,1.25
195,40,Christian,Nature_close,3.666666667
195,40,Christian,Sen_seek,4.333333333
195,40,Christian,Community,4.333333333
195,40,Christian,Rel_growth,4.833333333
195,40,Christian,Spirit_growth,5.2
195,40,Christian,Seek_life,3.75
196,52,Christian,Nature_close,4
196,52,Christian,Sen_seek,2.166666667
196,52,Christian,Community,1.666666667
196,52,Christian,Rel_growth,4.333333333
196,52,Christian,Spirit_growth,5.2
196,52,Christian,Seek_life,4
197,48,Christian,Nature_close,4
197,48,Christian,Sen_seek,4.166666667
197,48,Christian,Community,3
197,48,Christian,Rel_growth,4.333333333
197,48,Christian,Spirit_growth,4.2
197,48,Christian,Seek_life,2.25
198,56,Atheist,Nature_close,4.666666667
198,56,Atheist,Sen_seek,3.5
198,56,Atheist,Community,1.666666667
198,56,Atheist,Rel_growth,1.166666667
198,56,Atheist,Spirit_growth,4
198,56,Atheist,Seek_life,1.5
199,31,Atheist,Nature_close,4.333333333
199,31,Atheist,Sen_seek,3.666666667
199,31,Atheist,Community,2.666666667
199,31,Atheist,Rel_growth,1
199,31,Atheist,Spirit_growth,5
199,31,Atheist,Seek_life,2.25
200,52,Christian,Nature_close,3.333333333
200,52,Christian,Sen_seek,1
200,52,Christian,Community,2.333333333
200,52,Christian,Rel_growth,5.5
200,52,Christian,Spirit_growth,5.6
200,52,Christian,Seek_life,2.5
201,40,Christian,Nature_close,4.333333333
201,40,Christian,Sen_seek,3.5
201,40,Christian,Community,3.333333333
201,40,Christian,Rel_growth,3.666666667
201,40,Christian,Spirit_growth,5
201,40,Christian,Seek_life,2.75
202,45,Christian,Nature_close,2.666666667
202,45,Christian,Sen_seek,3.5
202,45,Christian,Community,2.666666667
202,45,Christian,Rel_growth,2.666666667
202,45,Christian,Spirit_growth,3
202,45,Christian,Seek_life,1.25
203,40,Christian,Nature_close,4.333333333
203,40,Christian,Sen_seek,2.333333333
203,40,Christian,Community,1
203,40,Christian,Rel_growth,5
203,40,Christian,Spirit_growth,3.7494
203,40,Christian,Seek_life,2.25
204,26,Atheist,Nature_close,6
204,26,Atheist,Sen_seek,5
204,26,Atheist,Community,1.666666667
204,26,Atheist,Rel_growth,1
204,26,Atheist,Spirit_growth,1.6
204,26,Atheist,Seek_life,1
206,47,Christian,Nature_close,4
206,47,Christian,Sen_seek,2.666666667
206,47,Christian,Community,1.666666667
206,47,Christian,Rel_growth,4.666666667
206,47,Christian,Spirit_growth,5.2
206,47,Christian,Seek_life,5.5
209,24,Atheist,Nature_close,5.666666667
209,24,Atheist,Sen_seek,4.333333333
209,24,Atheist,Community,2.333333333
209,24,Atheist,Rel_growth,3.666666667
209,24,Atheist,Spirit_growth,5.6
209,24,Atheist,Seek_life,3.5
210,34,Christian,Nature_close,6
210,34,Christian,Sen_seek,1.666666667
210,34,Christian,Community,2.899666667
210,34,Christian,Rel_growth,4.5
210,34,Christian,Spirit_growth,5.4
210,34,Christian,Seek_life,3.75
212,64,Christian,Nature_close,4.333333333
212,64,Christian,Sen_seek,1.833333333
212,64,Christian,Community,4
212,64,Christian,Rel_growth,5
212,64,Christian,Spirit_growth,4.347
212,64,Christian,Seek_life,2
213,31,Christian,Nature_close,4.666666667
213,31,Christian,Sen_seek,3.166666667
213,31,Christian,Community,2.666666667
213,31,Christian,Rel_growth,6
213,31,Christian,Spirit_growth,6
213,31,Christian,Seek_life,5
214,28,Christian,Nature_close,2.666666667
214,28,Christian,Sen_seek,3.166666667
214,28,Christian,Community,3.333333333
214,28,Christian,Rel_growth,6
214,28,Christian,Spirit_growth,6
214,28,Christian,Seek_life,4
215,32,Christian,Nature_close,6
215,32,Christian,Sen_seek,4.833333333
215,32,Christian,Community,3.666666667
215,32,Christian,Rel_growth,5.666666667
215,32,Christian,Spirit_growth,4.8
215,32,Christian,Seek_life,4
216,46,Christian,Nature_close,3.333333333
216,46,Christian,Sen_seek,3.833333333
216,46,Christian,Community,1.666666667
216,46,Christian,Rel_growth,4.149333333
216,46,Christian,Spirit_growth,5.4
216,46,Christian,Seek_life,4.75
217,45,Christian,Nature_close,5.666666667
217,45,Christian,Sen_seek,3.833333333
217,45,Christian,Community,2
217,45,Christian,Rel_growth,4
217,45,Christian,Spirit_growth,4.4
217,45,Christian,Seek_life,4.75
218,32,Christian,Nature_close,5
218,32,Christian,Sen_seek,2.666666667
218,32,Christian,Community,2.333333333
218,32,Christian,Rel_growth,5.666666667
218,32,Christian,Spirit_growth,5.4
218,32,Christian,Seek_life,3.25
219,44,Christian,Nature_close,3.666666667
219,44,Christian,Sen_seek,1.833333333
219,44,Christian,Community,1.333333333
219,44,Christian,Rel_growth,3.166666667
219,44,Christian,Spirit_growth,4.4
219,44,Christian,Seek_life,1.25
220,57,Atheist,Nature_close,4
220,57,Atheist,Sen_seek,3.333333333
220,57,Atheist,Community,1.333333333
220,57,Atheist,Rel_growth,1.166666667
220,57,Atheist,Spirit_growth,3
220,57,Atheist,Seek_life,2.5
221,43,Christian,Nature_close,4.333333333
221,43,Christian,Sen_seek,2.166666667
221,43,Christian,Community,2
221,43,Christian,Rel_growth,4
221,43,Christian,Spirit_growth,4.8
221,43,Christian,Seek_life,4.75
222,37,Christian,Nature_close,6
222,37,Christian,Sen_seek,4
222,37,Christian,Community,4.666666667
222,37,Christian,Rel_growth,5.666666667
222,37,Christian,Spirit_growth,4.6
222,37,Christian,Seek_life,5
223,50,Christian,Nature_close,2.333333333
223,50,Christian,Sen_seek,1.166666667
223,50,Christian,Community,3.666666667
223,50,Christian,Rel_growth,4
223,50,Christian,Spirit_growth,4.4
223,50,Christian,Seek_life,2.5
224,29,Christian,Nature_close,4.333333333
224,29,Christian,Sen_seek,4.333333333
224,29,Christian,Community,3.333333333
224,29,Christian,Rel_growth,3
224,29,Christian,Spirit_growth,5.6
224,29,Christian,Seek_life,5.5
225,49,Christian,Nature_close,5
225,49,Christian,Sen_seek,5.666666667
225,49,Christian,Community,4.666666667
225,49,Christian,Rel_growth,1.166666667
225,49,Christian,Spirit_growth,3
225,49,Christian,Seek_life,2
226,49,Christian,Nature_close,4.333333333
226,49,Christian,Sen_seek,5.166666667
226,49,Christian,Community,6
226,49,Christian,Rel_growth,2
226,49,Christian,Spirit_growth,5.6
226,49,Christian,Seek_life,5.5
228,22,Christian,Nature_close,2.666666667
228,22,Christian,Sen_seek,4.666666667
228,22,Christian,Community,1.666666667
228,22,Christian,Rel_growth,3.166666667
228,22,Christian,Spirit_growth,3.6
228,22,Christian,Seek_life,5
229,20,Christian,Nature_close,4.666666667
229,20,Christian,Sen_seek,3.833333333
229,20,Christian,Community,2
229,20,Christian,Rel_growth,3.833333333
229,20,Christian,Spirit_growth,5.2
229,20,Christian,Seek_life,2
230,45,Christian,Nature_close,4.666666667
230,45,Christian,Sen_seek,4.5
230,45,Christian,Community,1.666666667
230,45,Christian,Rel_growth,3.833333333
230,45,Christian,Spirit_growth,4.2
230,45,Christian,Seek_life,1.5
231,43,Christian,Nature_close,3.666666667
231,43,Christian,Sen_seek,4
231,43,Christian,Community,2.666666667
231,43,Christian,Rel_growth,1
231,43,Christian,Spirit_growth,1.4
231,43,Christian,Seek_life,1
232,48,Christian,Nature_close,6
232,48,Christian,Sen_seek,3.333333333
232,48,Christian,Community,4.333333333
232,48,Christian,Rel_growth,5.166666667
232,48,Christian,Spirit_growth,5
232,48,Christian,Seek_life,2
233,43,Christian,Nature_close,4
233,43,Christian,Sen_seek,3
233,43,Christian,Community,2
233,43,Christian,Rel_growth,5.166666667
233,43,Christian,Spirit_growth,3.2
233,43,Christian,Seek_life,2.5
234,26,Atheist,Nature_close,4
234,26,Atheist,Sen_seek,3.333333333
234,26,Atheist,Community,1.666666667
234,26,Atheist,Rel_growth,3.333333333
234,26,Atheist,Spirit_growth,5.6
234,26,Atheist,Seek_life,5.5
235,30,Atheist,Nature_close,4.666666667
235,30,Atheist,Sen_seek,4.666666667
235,30,Atheist,Community,1.333333333
235,30,Atheist,Rel_growth,3.166666667
235,30,Atheist,Spirit_growth,4.9522
235,30,Atheist,Seek_life,3.5
237,50,Christian,Nature_close,2.666666667
237,50,Christian,Sen_seek,3.666666667
237,50,Christian,Community,2
237,50,Christian,Rel_growth,2.166666667
237,50,Christian,Spirit_growth,1.8
237,50,Christian,Seek_life,1
238,65,Christian,Nature_close,3
238,65,Christian,Sen_seek,1.5
238,65,Christian,Community,2
238,65,Christian,Rel_growth,5
238,65,Christian,Spirit_growth,4.1494
238,65,Christian,Seek_life,3.5
239,51,Christian,Nature_close,4.666666667
239,51,Christian,Sen_seek,3.5
239,51,Christian,Community,3.333333333
239,51,Christian,Rel_growth,4.166666667
239,51,Christian,Spirit_growth,4.8
239,51,Christian,Seek_life,4
240,62,Christian,Nature_close,1.666666667
240,62,Christian,Sen_seek,1.666666667
240,62,Christian,Community,1
240,62,Christian,Rel_growth,1
240,62,Christian,Spirit_growth,3
240,62,Christian,Seek_life,1
241,62,Christian,Nature_close,6
241,62,Christian,Sen_seek,3
241,62,Christian,Community,5
241,62,Christian,Rel_growth,5.166666667
241,62,Christian,Spirit_growth,5.6
241,62,Christian,Seek_life,2.5
242,17,Christian,Nature_close,4.333333333
242,17,Christian,Sen_seek,4.666666667
242,17,Christian,Community,2.666666667
242,17,Christian,Rel_growth,2.166666667
242,17,Christian,Spirit_growth,4.7494
242,17,Christian,Seek_life,5.5
243,25,Atheist,Nature_close,3.666666667
243,25,Atheist,Sen_seek,4
243,25,Atheist,Community,2.333333333
243,25,Atheist,Rel_growth,1.833333333
243,25,Atheist,Spirit_growth,4.2
243,25,Atheist,Seek_life,3.5
244,35,Christian,Nature_close,5.333333333
244,35,Christian,Sen_seek,5.666666667
244,35,Christian,Community,1.333333333
244,35,Christian,Rel_growth,2.333333333
244,35,Christian,Spirit_growth,5
244,35,Christian,Seek_life,3.5
245,52,Christian,Nature_close,2.333333333
245,52,Christian,Sen_seek,1.833333333
245,52,Christian,Community,1
245,52,Christian,Rel_growth,4.166666667
245,52,Christian,Spirit_growth,3.2
245,52,Christian,Seek_life,2
247,21,Atheist,Nature_close,6
247,21,Atheist,Sen_seek,3.666666667
247,21,Atheist,Community,2.333333333
247,21,Atheist,Rel_growth,3
247,21,Atheist,Spirit_growth,4.8
247,21,Atheist,Seek_life,5
248,27,Christian,Nature_close,2.666666667
248,27,Christian,Sen_seek,2.5
248,27,Christian,Community,3.333333333
248,27,Christian,Rel_growth,4.5
248,27,Christian,Spirit_growth,3.9494
248,27,Christian,Seek_life,3.25
249,53,Christian,Nature_close,4
249,53,Christian,Sen_seek,2.833333333
249,53,Christian,Community,3.666666667
249,53,Christian,Rel_growth,5.5
249,53,Christian,Spirit_growth,4.7494
249,53,Christian,Seek_life,3.5
250,48,Christian,Nature_close,4.666666667
250,48,Christian,Sen_seek,3.833333333
250,48,Christian,Community,4.333333333
250,48,Christian,Rel_growth,5
250,48,Christian,Spirit_growth,5.1494
250,48,Christian,Seek_life,4.25
251,28,Christian,Nature_close,4.333333333
251,28,Christian,Sen_seek,4.666666667
251,28,Christian,Community,3.666666667
251,28,Christian,Rel_growth,2
251,28,Christian,Spirit_growth,2.9494
251,28,Christian,Seek_life,3.75
252,22,Atheist,Nature_close,6
252,22,Atheist,Sen_seek,5.333333333
252,22,Atheist,Community,4.333333333
252,22,Atheist,Rel_growth,3
252,22,Atheist,Spirit_growth,5.6
252,22,Atheist,Seek_life,4
253,23,Christian,Nature_close,6
253,23,Christian,Sen_seek,5.5
253,23,Christian,Community,1.666666667
253,23,Christian,Rel_growth,3.5
253,23,Christian,Spirit_growth,5.7494
253,23,Christian,Seek_life,6
254,43,Christian,Nature_close,3.666666667
254,43,Christian,Sen_seek,2.833333333
254,43,Christian,Community,5
254,43,Christian,Rel_growth,5.333333333
254,43,Christian,Spirit_growth,5.8
254,43,Christian,Seek_life,4.25
256,24,Christian,Nature_close,5.333333333
256,24,Christian,Sen_seek,4.333333333
256,24,Christian,Community,3
256,24,Christian,Rel_growth,3.666666667
256,24,Christian,Spirit_growth,4.8
256,24,Christian,Seek_life,3.25
257,19,Atheist,Nature_close,3.333333333
257,19,Atheist,Sen_seek,4.333333333
257,19,Atheist,Community,2
257,19,Atheist,Rel_growth,1
257,19,Atheist,Spirit_growth,2.4
257,19,Atheist,Seek_life,4.5
258,57,Christian,Nature_close,5
258,57,Christian,Sen_seek,5.333333333
258,57,Christian,Community,4.666666667
258,57,Christian,Rel_growth,3.833333333
258,57,Christian,Spirit_growth,5.3494
258,57,Christian,Seek_life,4
259,55,Christian,Nature_close,4
259,55,Christian,Sen_seek,2.188
259,55,Christian,Community,5.666666667
259,55,Christian,Rel_growth,4.833333333
259,55,Christian,Spirit_growth,4.4
259,55,Christian,Seek_life,1
260,56,Atheist,Nature_close,5.333333333
260,56,Atheist,Sen_seek,5
260,56,Atheist,Community,3
260,56,Atheist,Rel_growth,2.833333333
260,56,Atheist,Spirit_growth,3.3522
260,56,Atheist,Seek_life,3.25
261,61,Christian,Nature_close,5.333333333
261,61,Christian,Sen_seek,6
261,61,Christian,Community,3.333333333
261,61,Christian,Rel_growth,2.833333333
261,61,Christian,Spirit_growth,4
261,61,Christian,Seek_life,2.5
263,34,Christian,Nature_close,6
263,34,Christian,Sen_seek,5.833333333
263,34,Christian,Community,3.333333333
263,34,Christian,Rel_growth,4.5
263,34,Christian,Spirit_growth,5.4
263,34,Christian,Seek_life,4.25
264,65,Christian,Nature_close,3
264,65,Christian,Sen_seek,1.833333333
264,65,Christian,Community,1
264,65,Christian,Rel_growth,2.666666667
264,65,Christian,Spirit_growth,5.2
264,65,Christian,Seek_life,2.5
265,38,Christian,Nature_close,5
265,38,Christian,Sen_seek,3.666666667
265,38,Christian,Community,4
265,38,Christian,Rel_growth,4.333333333
265,38,Christian,Spirit_growth,5
265,38,Christian,Seek_life,3.5
266,25,Atheist,Nature_close,4
266,25,Atheist,Sen_seek,3.333333333
266,25,Atheist,Community,4.666666667
266,25,Atheist,Rel_growth,2.166666667
266,25,Atheist,Spirit_growth,4.8
