ACCIDENT_INDEX,ACCIDENT_SEVERITY,SPEED_LIMIT,DAY_OF_WEEK
201897GA02202,Slight,60,Wednesday
201897GA02208,Slight,30,Wednesday
201897GA02209,Slight,30,Thursday
201897GA02211,Slight,30,Thursday
201897GA02212,Serious,30,Thursday
201897GA02302,Slight,30,Tuesday
201897GA02309,Slight,30,Saturday
201897GA02312,Slight,30,Saturday
201897GA02409,Slight,30,Sunday
201897GA02502,Serious,30,Sunday
201897GA02508,Slight,30,Monday
201897GA02509,Slight,30,Wednesday
201897GA02602,Slight,30,Sunday
201897GA02608,Slight,30,Friday
201897GA02609,Slight,30,Tuesday
201897GA02702,Slight,30,Sunday
201897GA02708,Slight,50,Thursday
201897GA02802,Slight,30,Wednesday
201897GA02808,Slight,30,Wednesday
201897GA02908,Slight,30,Monday
201897GA70101,Slight,50,Wednesday
201897GA70103,Slight,30,Thursday
201897GA70104,Slight,50,Tuesday
201897GA70105,Slight,30,Thursday
201897GA70106,Slight,30,Friday
201897GA70107,Slight,50,Monday
201897GA70111,Slight,70,Saturday
201897GA70112,Serious,40,Saturday
201897GA70201,Serious,30,Friday
201897GA70204,Slight,30,Friday
201897GA70205,Slight,30,Saturday
201897GA70206,Slight,30,Sunday
201897GA70207,Slight,30,Saturday
201897GA70208,Slight,30,Thursday
201897GA70209,Slight,40,Friday
201897GA70302,Slight,30,Tuesday
201897GA70303,Slight,70,Saturday
201897GA70304,Slight,30,Wednesday
201897GA70305,Slight,30,Saturday
201897GA70309,Slight,50,Sunday
201897GA70310,Slight,50,Wednesday
201897GA70403,Slight,30,Sunday
201897GA70404,Slight,30,Sunday
201897GA70405,Serious,50,Sunday
201897GA70406,Slight,30,Tuesday
201897GA70407,Serious,30,Thursday
201897GA70408,Serious,30,Monday
201897GA70410,Slight,30,Saturday
201897GA70411,Slight,30,Thursday
201897GA70412,Slight,30,Tuesday
201897GA70503,Serious,30,Tuesday
201897GA70504,Slight,70,Tuesday
201897GA70507,Slight,70,Friday
201897GA70508,Serious,30,Tuesday
201897GA70510,Serious,50,Thursday
201897GA70511,Slight,30,Tuesday
201897GA70512,Serious,30,Sunday
201897GA70603,Slight,30,Friday
201897GA70604,Slight,30,Wednesday
201897GA70605,Slight,30,Monday
201897GA70606,Slight,20,Saturday
201897GA70607,Slight,30,Monday
201897GA70608,Slight,30,Wednesday
201897GA70611,Slight,50,Sunday
201897GA70612,Serious,30,Monday
201897GA70702,Slight,70,Tuesday
201897GA70703,Serious,30,Sunday
201897GA70704,Slight,70,Thursday
201897GA70705,Slight,50,Tuesday
201897GA70708,Slight,30,Wednesday
201897GA70712,Serious,30,Thursday
201897GA70802,Slight,30,Monday
201897GA70805,Slight,50,Friday
201897GA70806,Slight,30,Thursday
201897GA71012,Slight,30,Thursday
201897GA71112,Slight,30,Monday
201897GD00103,Slight,30,Friday
201897GD00104,Slight,30,Tuesday
201897GD00106,Slight,30,Friday
201897GD00201,Serious,30,Thursday
201897GD00202,Slight,30,Friday
201897GD00204,Slight,30,Thursday
201897GD00205,Serious,30,Saturday
201897GD00208,Slight,30,Tuesday
201897GD00211,Slight,30,Saturday
201897GD00301,Slight,30,Saturday
201897GD00302,Slight,30,Friday
201897GD00304,Slight,30,Monday
201897GD00306,Slight,30,Sunday
201897GD00308,Slight,30,Friday
201897GD00311,Slight,30,Saturday
201897GD00403,Slight,30,Monday
201897GD00404,Slight,30,Wednesday
201897GD00408,Slight,30,Monday
201897GD00410,Slight,30,Monday
201897GD00411,Slight,30,Saturday
201897GD00412,Slight,30,Saturday
201897GD00502,Slight,30,Sunday
201897GD00505,Serious,30,Wednesday
201897GD00507,Slight,30,Tuesday
201897GD00508,Slight,30,Monday
201897GD00511,Slight,30,Saturday
201897GD00601,Serious,30,Friday
201897GD00602,Slight,30,Saturday
201897GD00603,Slight,30,Friday
201897GD00604,Slight,30,Sunday
201897GD00606,Slight,30,Tuesday
201897GD00608,Slight,30,Saturday
201897GD00610,Slight,30,Wednesday
201897GD00611,Slight,30,Monday
201897GD00612,Slight,30,Thursday
201897GD00701,Slight,30,Saturday
201897GD00702,Slight,30,Monday
201897GD00703,Serious,30,Tuesday
201897GD00704,Slight,30,Tuesday
201897GD00706,Slight,30,Friday
201897GD00707,Slight,30,Friday
201897GD00802,Slight,30,Thursday
201897GD00804,Slight,30,Tuesday
201897GD00808,Slight,30,Friday
201897GD00811,Slight,30,Thursday
201897GD00812,Slight,30,Sunday
201897GD00902,Slight,30,Saturday
201897GD00903,Slight,30,Monday
201897GD00905,Slight,30,Tuesday
201897GD00910,Slight,30,Sunday
201897GD01001,Serious,30,Friday
201897GD01002,Slight,30,Friday
201897GD01006,Serious,30,Saturday
201897GD01008,Slight,30,Saturday
201897GD01009,Serious,30,Friday
201897GD01010,Slight,30,Tuesday
201897GD01012,Slight,30,Wednesday
201897GD01102,Slight,30,Wednesday
201897GD01105,Slight,30,Thursday
201897GD01107,Slight,30,Wednesday
201897GD01110,Slight,30,Thursday
201897GD01112,Slight,30,Wednesday
201897GD01202,Slight,30,Thursday
201897GD01205,Slight,30,Friday
201897GD01207,Slight,30,Thursday
201897GD01208,Slight,30,Saturday
201897GD01209,Slight,30,Wednesday
201897GD01210,Slight,30,Monday
201897GD01212,Slight,30,Tuesday
201897GD01304,Slight,30,Friday
201897GD01306,Slight,30,Thursday
201897GD01402,Serious,30,Friday
201897GD01403,Serious,30,Wednesday
201897GD01405,Slight,30,Sunday
201897GD01406,Slight,30,Thursday
201897GD01407,Serious,30,Monday
201897GD01411,Slight,30,Thursday
201897GD01502,Slight,30,Saturday
201897GD01503,Serious,30,Saturday
201897GD01504,Slight,30,Wednesday
201897GD01505,Slight,30,Wednesday
201897GD01507,Slight,30,Thursday
201897GD01512,Slight,30,Tuesday
201897GD01602,Slight,30,Sunday
201897GD01605,Slight,30,Tuesday
201897GD01606,Slight,30,Friday
201897GD01607,Slight,30,Monday
201897GD01612,Slight,30,Wednesday
201897GD01701,Slight,30,Saturday
201897GD01704,Slight,30,Thursday
201897GD01707,Slight,30,Monday
201897GD01801,Slight,30,Sunday
201897GD01902,Slight,30,Tuesday
201897GD01906,Slight,30,Wednesday
201897GD01912,Slight,30,Thursday
201897GD02002,Slight,30,Monday
201897GD02006,Slight,30,Friday
201897GD02106,Slight,30,Friday
201897GD02201,Slight,30,Friday
201897GD02212,Slight,30,Friday
201897GD02301,Slight,30,Thursday
201897GD02312,Slight,30,Saturday
201897GD02401,Slight,30,Wednesday
201897GD02712,Slight,30,Thursday
201897GD70103,Slight,30,Tuesday
201897GD70104,Serious,30,Thursday
201897GD70108,Serious,30,Friday
201897GD70110,Serious,30,Sunday
201897GD70112,Slight,30,Friday
201897GD70205,Slight,30,Thursday
201897GD70207,Slight,30,Monday
201897GD70305,Slight,30,Sunday
201897GF00101,Slight,30,Tuesday
201897GF00105,Slight,30,Monday
201897GF00106,Slight,30,Sunday
201897GF00108,Slight,30,Thursday
201897GF00109,Slight,40,Sunday
201897GF00110,Slight,30,Friday
201897GF00201,Slight,30,Sunday
201897GF00202,Slight,30,Friday
201897GF00204,Serious,30,Wednesday
201897GF00205,Slight,30,Friday
201897GF00211,Slight,30,Saturday
201897GF00212,Slight,30,Monday
201897GF00302,Slight,30,Friday
201897GF00304,Slight,30,Thursday
201897GF00305,Slight,30,Sunday
201897GF00306,Slight,30,Friday
201897GF00308,Serious,30,Tuesday
201897GF00310,Slight,30,Saturday
201897GF00312,Slight,30,Monday
201897GF00401,Serious,30,Monday
201897GF00402,Serious,30,Friday
201897GF00404,Slight,30,Tuesday
201897GF00407,Slight,30,Monday
201897GF00409,Slight,30,Sunday
201897GF00410,Serious,30,Tuesday
201897GF00411,Serious,30,Friday
201897GF00501,Slight,30,Monday
201897GF00503,Slight,30,Sunday
201897GF00504,Slight,30,Friday
201897GF00505,Slight,30,Tuesday
201897GF00507,Slight,40,Thursday
201897GF00509,Slight,30,Wednesday
201897GF00510,Slight,30,Friday
201897GF00603,Slight,30,Sunday
201897GF00604,Slight,30,Saturday
201897GF00605,Slight,30,Thursday
201897GF00607,Serious,30,Thursday
201897GF00608,Slight,30,Saturday
201897GF00612,Slight,30,Friday
201897GF00703,Slight,30,Saturday
201897GF00709,Slight,30,Saturday
201897GF00710,Serious,40,Friday
201897GF00802,Serious,30,Tuesday
201897GF00803,Slight,30,Tuesday
201897GF00806,Serious,30,Thursday
201897GF00810,Slight,40,Thursday
201897GF00811,Slight,30,Sunday
201897GF00903,Slight,30,Wednesday
201897GF00906,Serious,30,Wednesday
201897GF00909,Serious,30,Monday
201897GF01004,Slight,30,Saturday
201897GF01007,Slight,30,Saturday
201897GF01008,Slight,30,Friday
201897GF01009,Slight,30,Friday
201897GF01010,Slight,30,Tuesday
201897GF01102,Slight,30,Tuesday
201897GF01103,Slight,30,Friday
201897GF01104,Serious,30,Sunday
201897GF01107,Slight,30,Monday
201897GF01108,Slight,30,Thursday
201897GF01112,Slight,30,Thursday
201897GF01202,Slight,30,Friday
201897GF01208,Slight,30,Tuesday
201897GF01210,Slight,30,Thursday
201897GF01303,Slight,30,Friday
201897GF01304,Slight,30,Thursday
201897GF01309,Serious,40,Saturday
201897GF01310,Slight,30,Saturday
201897GF01312,Slight,30,Saturday
201897GF01408,Slight,30,Thursday
201897GF01410,Slight,30,Wednesday
201897GF01412,Slight,30,Tuesday
201897GF01512,Slight,30,Wednesday
201897GF70101,Slight,50,Tuesday
201897GF70102,Serious,30,Saturday
201897GF70105,Fatal,30,Wednesday
201897GF70107,Serious,30,Wednesday
201897GF70110,Slight,30,Monday
201897GF70111,Slight,30,Friday
201897GF70202,Slight,30,Tuesday
201897GF70203,Slight,30,Sunday
201897GF70211,Serious,30,Monday
201897GF70301,Serious,30,Monday
201897GF70303,Slight,30,Thursday
201897GF70308,Serious,20,Friday
201897GF70408,Slight,30,Thursday
201897GF70501,Slight,30,Friday
201897GF70601,Fatal,20,Thursday
201897GF70608,Slight,30,Wednesday
201897GF70703,Slight,70,Sunday
201897GJ00806,Serious,60,Sunday
201897GK00101,Slight,30,Wednesday
201897GK00102,Slight,30,Saturday
201897GK00104,Slight,30,Monday
201897GK00107,Slight,30,Monday
201897GK00109,Slight,40,Sunday
201897GK00112,Slight,40,Saturday
201897GK00201,Slight,30,Thursday
201897GK00202,Slight,30,Friday
201897GK00203,Slight,30,Monday
201897GK00204,Serious,30,Wednesday
201897GK00208,Slight,30,Sunday
201897GK00209,Slight,30,Sunday
201897GK00210,Slight,30,Tuesday
201897GK00211,Slight,30,Thursday
201897GK00301,Slight,30,Wednesday
201897GK00305,Serious,30,Friday
201897GK00306,Serious,30,Wednesday
201897GK00307,Slight,30,Tuesday
201897GK00309,Slight,30,Tuesday
201897GK00310,Serious,30,Friday
201897GK00311,Serious,30,Saturday
201897GK00402,Slight,30,Sunday
201897GK00403,Slight,30,Wednesday
201897GK00407,Slight,30,Sunday
201897GK00410,Slight,30,Friday
201897GK00502,Serious,30,Sunday
201897GK00503,Slight,30,Friday
201897GK00504,Slight,30,Wednesday
201897GK00505,Slight,30,Wednesday
201897GK00506,Slight,30,Friday
201897GK00507,Slight,30,Tuesday
201897GK00508,Slight,30,Thursday
201897GK00509,Slight,30,Saturday
201897GK00510,Slight,30,Saturday
201897GK00601,Slight,30,Sunday
201897GK00602,Slight,30,Monday
201897GK00603,Slight,30,Saturday
201897GK00605,Slight,30,Friday
201897GK00606,Slight,30,Thursday
201897GK00608,Slight,30,Friday
201897GK00609,Slight,30,Saturday
201897GK00610,Slight,30,Sunday
201897GK00611,Slight,30,Wednesday
201897GK00702,Slight,30,Thursday
201897GK00705,Slight,30,Tuesday
201897GK00706,Slight,30,Friday
201897GK00707,Slight,30,Tuesday
201897GK00708,Serious,30,Thursday
201897GK00709,Slight,30,Saturday
201897GK00710,Serious,30,Saturday
201897GK00804,Slight,30,Wednesday
201897GK00805,Serious,30,Wednesday
201897GK00807,Slight,30,Saturday
201897GK00808,Slight,30,Wednesday
201897GK00811,Slight,30,Thursday
201897GK00901,Slight,30,Friday
201897GK00902,Slight,30,Thursday
201897GK00905,Slight,20,Wednesday
201897GK00911,Slight,30,Saturday
201897GK00912,Slight,30,Saturday
201897GK01001,Slight,30,Sunday
201897GK01005,Slight,30,Thursday
201897GK01007,Slight,30,Saturday
201897GK01009,Slight,30,Wednesday
201897GK01010,Serious,30,Thursday
201897GK01101,Slight,30,Monday
201897GK01106,Slight,30,Tuesday
201897GK01107,Slight,40,Monday
201897GK01108,Slight,40,Wednesday
201897GK01110,Slight,30,Thursday
201897GK01112,Slight,70,Tuesday
201897GK01201,Slight,30,Monday
201897GK01203,Serious,30,Tuesday
201897GK01206,Slight,30,Friday
201897GK01208,Slight,30,Sunday
201897GK01209,Slight,30,Saturday
201897GK01210,Slight,30,Sunday
201897GK01303,Slight,30,Wednesday
201897GK01308,Slight,30,Friday
201897GK01311,Slight,30,Tuesday
201897GK01312,Slight,30,Friday
201897GK01405,Slight,30,Monday
201897GK01406,Slight,30,Thursday
201897GK01407,Slight,30,Thursday
201897GK01409,Slight,30,Monday
201897GK01410,Serious,30,Wednesday
201897GK01501,Slight,30,Tuesday
201897GK01502,Slight,30,Thursday
201897GK01503,Slight,30,Saturday
201897GK01507,Slight,30,Wednesday
201897GK01508,Slight,30,Saturday
201897GK01511,Slight,30,Wednesday
201897GK01512,Serious,30,Sunday
201897GK01601,Slight,30,Saturday
201897GK01606,Slight,30,Monday
201897GK01607,Slight,30,Thursday
201897GK01609,Slight,30,Wednesday
201897GK01611,Slight,30,Friday
201897GK01612,Slight,30,Sunday
201897GK01701,Slight,30,Monday
201897GK01702,Slight,20,Thursday
201897GK01704,Slight,30,Thursday
201897GK01707,Slight,30,Friday
201897GK01708,Slight,30,Sunday
201897GK01710,Slight,30,Tuesday
201897GK01711,Slight,30,Saturday
201897GK01804,Slight,30,Thursday
201897GK01806,Slight,30,Monday
201897GK01807,Slight,30,Thursday
201897GK01808,Slight,30,Tuesday
201897GK01809,Slight,30,Thursday
201897GK01810,Slight,40,Tuesday
201897GK01811,Slight,30,Monday
201897GK01902,Slight,30,Thursday
201897GK01906,Slight,30,Monday
201897GK01908,Slight,30,Wednesday
201897GK01909,Slight,30,Thursday
201897GK02003,Slight,30,Thursday
201897GK02005,Slight,30,Wednesday
201897GK02006,Slight,30,Wednesday
201897GK02009,Slight,30,Thursday
201897GK02010,Slight,30,Thursday
201897GK02102,Slight,30,Saturday
201897GK02106,Slight,30,Saturday
201897GK02108,Slight,30,Thursday
201897GK02109,Slight,30,Thursday
201897GK02110,Slight,30,Thursday
201897GK02112,Slight,30,Wednesday
201897GK02201,Slight,30,Tuesday
201897GK02207,Slight,30,Thursday
201897GK02208,Slight,30,Monday
201897GK02209,Slight,30,Sunday
201897GK02303,Slight,30,Sunday
201897GK02307,Slight,30,Tuesday
201897GK02308,Slight,20,Thursday
201897GK02402,Slight,30,Friday
201897GK02405,Slight,30,Wednesday
201897GK02407,Slight,30,Thursday
201897GK02408,Slight,30,Friday
201897GK02412,Slight,30,Sunday
201897GK02502,Slight,30,Monday
201897GK02503,Slight,30,Thursday
201897GK02505,Slight,40,Tuesday
201897GK02506,Slight,30,Friday
201897GK02508,Slight,30,Sunday
201897GK02509,Slight,50,Sunday
201897GK02510,Slight,30,Wednesday
201897GK02511,Serious,30,Thursday
201897GK02601,Slight,30,Sunday
201897GK02605,Slight,30,Wednesday
201897GK02607,Slight,30,Monday
201897GK02608,Slight,30,Saturday
201897GK02609,Slight,30,Monday
201897GK02705,Serious,30,Tuesday
201897GK02706,Slight,30,Friday
201897GK02707,Serious,30,Monday
201897GK02709,Serious,30,Thursday
201897GK02710,Slight,30,Saturday
201897GK02801,Slight,30,Sunday
201897GK02807,Slight,30,Wednesday
201897GK02808,Slight,30,Friday
201897GK02906,Serious,30,Thursday
201897GK02907,Slight,30,Monday
201897GK02908,Slight,30,Thursday
201897GK03001,Slight,30,Monday
201897GK03011,Serious,30,Wednesday
201897GK03012,Serious,30,Sunday
201897GK03110,Slight,30,Monday
201897GK03111,Slight,30,Sunday
201897GK03201,Serious,30,Tuesday
201897GK03311,Slight,30,Thursday
201897GK03410,Slight,30,Sunday
201897GK03411,Slight,30,Monday
201897GK03510,Slight,30,Sunday
201897GK03612,Slight,30,Monday
201897GK03701,Slight,30,Monday
201897GK03710,Slight,30,Monday
201897GK03712,Slight,30,Saturday
201897GK03810,Slight,30,Thursday
201897GK03812,Slight,30,Tuesday
201897GK03910,Slight,30,Monday
201897GK70105,Slight,30,Sunday
201897GK70106,Serious,50,Saturday
201897GK70109,Serious,30,Sunday
201897GK70110,Fatal,40,Monday
201897GK70111,Slight,30,Sunday
201897GK70112,Serious,30,Monday
201897GK70201,Serious,30,Friday
201897GK70202,Slight,50,Saturday
201897GK70203,Slight,30,Thursday
201897GK70205,Slight,30,Wednesday
201897GK70206,Slight,70,Wednesday
201897GK70208,Serious,30,Wednesday
201897GK70209,Serious,30,Friday
201897GK70211,Serious,70,Friday
201897GK70212,Slight,30,Sunday
201897GK70306,Serious,70,Wednesday
201897GK70307,Slight,60,Wednesday
201897GK70311,Slight,60,Wednesday
201897GK70401,Slight,70,Tuesday
201897GK70402,Serious,30,Wednesday
201897GK70405,Slight,30,Tuesday
201897GK70409,Slight,30,Tuesday
201897GK70410,Serious,20,Tuesday
201897GK70411,Serious,30,Thursday
201897GK70501,Slight,70,Tuesday
201897GK70505,Slight,70,Wednesday
201897GK70507,Slight,40,Thursday
201897GK70508,Slight,30,Saturday
201897GK70509,Slight,30,Sunday
201897GK70511,Serious,30,Sunday
201897GK70605,Slight,70,Thursday
201897GK70608,Slight,50,Friday
201897GK70609,Fatal,50,Saturday
201897GK70611,Slight,50,Friday
201897GK70709,Serious,30,Tuesday
201897GK70710,Slight,30,Wednesday
201897GK70803,Slight,30,Friday
201897GK70810,Slight,30,Monday
201897GK70909,Slight,70,Wednesday
201897GK70910,Serious,30,Friday
201897GK71010,Slight,30,Sunday
201897GK71109,Slight,30,Saturday
201897GK71110,Slight,70,Monday
201897GK71210,Slight,30,Friday
201897GK71310,Slight,70,Friday
201897GK71610,Slight,70,Wednesday
201897GP00103,Serious,30,Monday
201897GP00104,Slight,30,Thursday
201897GP00105,Slight,30,Thursday
201897GP00106,Slight,30,Saturday
201897GP00109,Slight,20,Saturday
201897GP00110,Slight,30,Wednesday
201897GP00111,Serious,30,Friday
201897GP00112,Serious,20,Sunday
201897GP00201,Slight,30,Tuesday
201897GP00203,Slight,30,Tuesday
201897GP00204,Slight,30,Monday
201897GP00206,Slight,30,Thursday
201897GP00207,Serious,20,Tuesday
201897GP00208,Slight,30,Sunday
201897GP00209,Serious,20,Sunday
201897GP00212,Slight,20,Tuesday
201897GP00301,Slight,30,Thursday
201897GP00302,Slight,30,Tuesday
201897GP00304,Slight,20,Thursday
201897GP00306,Slight,30,Thursday
201897GP00307,Slight,30,Sunday
201897GP00308,Slight,50,Wednesday
201897GP00309,Slight,30,Saturday
201897GP00310,Slight,30,Tuesday
201897GP00311,Slight,30,Thursday
201897GP00401,Slight,30,Tuesday
201897GP00402,Slight,30,Wednesday
201897GP00404,Slight,20,Tuesday
201897GP00405,Slight,20,Tuesday
201897GP00406,Slight,30,Saturday
201897GP00408,Slight,30,Wednesday
201897GP00409,Slight,30,Tuesday
201897GP00410,Serious,30,Saturday
201897GP00412,Slight,30,Monday
201897GP00503,Slight,30,Thursday
201897GP00504,Serious,30,Wednesday
201897GP00508,Slight,30,Wednesday
201897GP00509,Slight,30,Thursday
201897GP00511,Slight,20,Sunday
201897GP00601,Slight,30,Thursday
201897GP00605,Slight,30,Thursday
201897GP00607,Slight,30,Tuesday
201897GP00608,Slight,20,Tuesday
201897GP00610,Slight,20,Monday
201897GP00611,Slight,20,Monday
201897GP00701,Slight,30,Thursday
201897GP00706,Slight,30,Tuesday
201897GP00707,Slight,30,Friday
201897GP00709,Slight,50,Monday
201897GP00710,Slight,30,Sunday
201897GP00712,Slight,30,Thursday
201897GP00801,Slight,20,Friday
201897GP00802,Slight,20,Sunday
201897GP00803,Slight,20,Monday
201897GP00804,Serious,20,Saturday
201897GP00805,Serious,30,Saturday
201897GP00806,Slight,30,Thursday
201897GP00807,Slight,30,Friday
201897GP00808,Slight,20,Thursday
201897GP00809,Slight,50,Saturday
201897GP00903,Serious,20,Sunday
201897GP00904,Serious,30,Tuesday
201897GP00905,Slight,20,Monday
201897GP00908,Slight,20,Thursday
201897GP00909,Slight,30,Sunday
201897GP01001,Slight,30,Tuesday
201897GP01005,Slight,30,Monday
201897GP01011,Slight,30,Sunday
201897GP01012,Slight,30,Thursday
201897GP01101,Slight,30,Wednesday
201897GP01102,Slight,30,Sunday
201897GP01103,Slight,30,Friday
201897GP01105,Slight,30,Thursday
201897GP01106,Slight,30,Friday
201897GP01205,Slight,30,Friday
201897GP01206,Slight,30,Wednesday
201897GP01212,Serious,20,Friday
201897GP01302,Slight,30,Sunday
201897GP01305,Serious,20,Thursday
201897GP01310,Slight,20,Tuesday
201897GP01406,Slight,30,Friday
201897GP01408,Slight,30,Thursday
201897GP01410,Serious,30,Wednesday
201897GP01412,Slight,20,Sunday
201897GP01506,Slight,30,Wednesday
201897GP01602,Slight,20,Saturday
201897GP01608,Slight,30,Wednesday
201897GP01609,Slight,30,Tuesday
201897GP01611,Slight,30,Thursday
201897GP01612,Slight,30,Thursday
201897GP01706,Slight,30,Thursday
201897GP01711,Slight,20,Friday
201897GP01802,Slight,20,Tuesday
201897GP01806,Slight,30,Thursday
201897GP01906,Slight,30,Tuesday
201897GP02011,Slight,50,Monday
201897GP70102,Slight,50,Monday
201897GP70104,Serious,30,Sunday
201897GP70105,Fatal,20,Tuesday
201897GP70106,Slight,30,Friday
201897GP70108,Slight,30,Tuesday
201897GP70109,Slight,70,Thursday
201897GP70110,Slight,30,Wednesday
201897GP70112,Slight,50,Sunday
201897GP70202,Slight,50,Friday
201897GP70203,Slight,50,Thursday
201897GP70204,Slight,30,Monday
201897GP70205,Slight,50,Friday
201897GP70206,Slight,50,Friday
201897GP70207,Slight,20,Sunday
201897GP70208,Fatal,20,Wednesday
201897GP70209,Slight,50,Thursday
201897GP70210,Slight,50,Thursday
201897GP70212,Slight,30,Sunday
201897GP70303,Serious,30,Friday
201897GP70304,Serious,30,Monday
201897GP70306,Slight,20,Thursday
201897GP70307,Slight,50,Friday
201897GP70308,Slight,50,Wednesday
201897GP70309,Slight,30,Saturday
201897GP70310,Slight,50,Saturday
201897GP70312,Slight,30,Friday
201897GP70406,Slight,30,Monday
201897GP70409,Slight,50,Saturday
201897GP70411,Serious,30,Saturday
201897GP70412,Slight,50,Saturday
201897GP70503,Slight,50,Monday
201897GP70504,Slight,50,Thursday
201897GP70507,Slight,50,Saturday
201897GP70512,Serious,30,Wednesday
201897GP70608,Slight,50,Wednesday
201897GP70611,Slight,50,Wednesday
201897GP70612,Slight,50,Monday
201897GP70707,Slight,50,Sunday
201897GP70711,Slight,30,Wednesday
201897GP70803,Serious,30,Saturday
201897GP70806,Serious,20,Saturday
201897GP70811,Slight,70,Sunday
201897GP70812,Slight,30,Monday
201897GP70906,Serious,30,Saturday
201897GP70911,Slight,50,Friday
201897GP71011,Slight,50,Friday
201897GP71111,Serious,20,Wednesday
201897GU00102,Slight,30,Tuesday
201897GU00104,Slight,30,Monday
201897GU00108,Slight,30,Monday
201897GU00109,Serious,30,Saturday
201897GU00110,Slight,30,Monday
201897GU00111,Slight,30,Monday
201897GU00201,Slight,20,Thursday
201897GU00203,Slight,30,Thursday
201897GU00204,Slight,30,Tuesday
201897GU00205,Serious,30,Monday
201897GU00208,Slight,30,Tuesday
201897GU00209,Slight,40,Wednesday
201897GU00210,Slight,30,Tuesday
201897GU00211,Slight,30,Thursday
201897GU00212,Slight,30,Monday
201897GU00301,Slight,30,Saturday
201897GU00303,Slight,30,Tuesday
201897GU00305,Slight,30,Saturday
201897GU00306,Serious,30,Tuesday
201897GU00308,Slight,30,Sunday
201897GU00310,Serious,30,Thursday
201897GU00402,Slight,30,Saturday
201897GU00404,Slight,30,Saturday
201897GU00406,Slight,30,Wednesday
201897GU00408,Slight,30,Wednesday
201897GU00410,Serious,30,Friday
201897GU00411,Serious,30,Saturday
201897GU00504,Slight,30,Tuesday
201897GU00507,Slight,30,Wednesday
201897GU00509,Slight,20,Friday
201897GU00511,Serious,30,Saturday
201897GU00512,Slight,30,Wednesday
201897GU00602,Slight,30,Wednesday
201897GU00603,Slight,30,Tuesday
201897GU00604,Slight,30,Thursday
201897GU00605,Serious,30,Wednesday
201897GU00608,Slight,70,Sunday
201897GU00611,Slight,30,Tuesday
201897GU00706,Serious,30,Friday
201897GU00708,Slight,30,Thursday
201897GU00710,Slight,30,Sunday
201897GU00711,Slight,30,Thursday
201897GU00803,Slight,30,Wednesday
201897GU00805,Slight,30,Friday
201897GU00806,Slight,30,Friday
201897GU00808,Slight,30,Tuesday
201897GU00809,Slight,40,Wednesday
201897GU00901,Slight,30,Monday
201897GU00902,Slight,30,Friday
201897GU00905,Slight,30,Saturday
201897GU00908,Slight,30,Monday
201897GU00911,Slight,30,Monday
201897GU00912,Slight,30,Saturday
201897GU01001,Serious,30,Monday
201897GU01006,Slight,30,Saturday
201897GU01010,Slight,30,Thursday
201897GU01011,Serious,30,Friday
201897GU01012,Slight,30,Saturday
201897GU01101,Slight,30,Tuesday
201897GU01105,Slight,30,Wednesday
201897GU01106,Slight,50,Thursday
201897GU01107,Slight,30,Friday
201897GU01109,Slight,30,Saturday
201897GU01111,Slight,30,Wednesday
201897GU01201,Slight,30,Tuesday
201897GU01204,Slight,30,Friday
201897GU01206,Slight,30,Monday
201897GU01207,Slight,30,Monday
201897GU01208,Slight,30,Saturday
201897GU01210,Slight,30,Tuesday
201897GU01212,Slight,30,Tuesday
201897GU01301,Slight,30,Friday
201897GU01304,Slight,30,Friday
201897GU01306,Serious,30,Thursday
201897GU01311,Slight,30,Thursday
201897GU01312,Serious,30,Friday
201897GU01402,Slight,50,Friday
201897GU01404,Serious,30,Wednesday
201897GU01406,Slight,30,Monday
201897GU01408,Slight,30,Wednesday
201897GU01409,Slight,30,Wednesday
201897GU01410,Slight,30,Wednesday
201897GU01411,Slight,30,Friday
201897GU01503,Slight,30,Friday
201897GU01505,Slight,30,Sunday
201897GU01506,Slight,30,Tuesday
201897GU01509,Serious,30,Sunday
201897GU01511,Serious,30,Thursday
201897GU01601,Slight,30,Tuesday
201897GU01604,Serious,30,Friday
201897GU01606,Slight,20,Thursday
201897GU01608,Slight,30,Sunday
201897GU01612,Slight,30,Friday
201897GU01701,Slight,30,Friday
201897GU01703,Slight,20,Tuesday
201897GU01708,Slight,30,Tuesday
201897GU01801,Slight,30,Sunday
201897GU01806,Slight,30,Wednesday
201897GU01809,Slight,30,Wednesday
201897GU01811,Slight,30,Monday
201897GU01901,Slight,30,Thursday
201897GU01903,Slight,30,Wednesday
201897GU01906,Slight,30,Friday
201897GU01909,Slight,30,Wednesday
201897GU01910,Slight,30,Monday
201897GU02003,Slight,30,Saturday
201897GU02009,Slight,30,Thursday
201897GU02010,Slight,30,Friday
201897GU02103,Slight,30,Saturday
201897GU02110,Slight,30,Tuesday
201897GU02201,Slight,30,Tuesday
201897GU02210,Slight,30,Monday
201897GU02211,Slight,30,Tuesday
201897GU02212,Slight,30,Thursday
201897GU02401,Slight,30,Saturday
201897GU02409,Slight,30,Wednesday
201897GU02410,Serious,30,Thursday
201897GU02411,Slight,30,Friday
201897GU02412,Slight,30,Sunday
201897GU02501,Slight,30,Monday
201897GU02509,Slight,30,Wednesday
201897GU02511,Serious,30,Thursday
201897GU02512,Slight,30,Sunday
201897GU02611,Slight,30,Friday
201897GU02712,Slight,30,Sunday
